ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Chang M.,Vicente F.,111,52,5,7,7,6,6,0,,,,,2,1,Completed,1.833,1.833,1.9,1.85,1.89,1.75,1.7,1.8,1.833,1.833
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Dent T.,Rios M.,67,24,6,2,6,3,,,,,,,2,0,Completed,2.25,1.571,2.25,1.6,2.35,1.6,2.1,1.5,,
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Enqvist T.,Hrbaty D.,31,54,6,3,6,2,,,,,,,2,0,Completed,1.5,2.5,1.48,2.55,1.5,2.5,1.45,2.2,1.5,2.5
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Ferreira W.,Costa A.,44,7,7,6,6,2,,,,,,,2,0,Completed,1.667,2.1,1.72,2.05,1.75,1.95,1.7,1.8,1.7,2.05
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Blake J.,8,30,6,4,4,6,6,4,,,,,2,1,Completed,1.8,1.909,1.7,2.08,1.75,1.96,1.55,2,1.727,2
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Gonzalez F.,Henman T.,39,5,7,6,6,2,,,,,,,2,0,Completed,,,,,,,,,,
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Hewitt L.,Sanguinetti D.,1,53,5,0,,,,,,,,,0,0,Retired,1.063,8,1.14,5.25,1.12,5.25,1.05,5,1.1,6
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Krajicek R.,Philippoussis M.,152,77,7,6,6,2,,,,,,,2,0,Completed,1.909,1.8,2.05,1.72,2,1.75,1.8,1.7,2.25,1.667
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Malisse X.,Ljubicic I.,23,34,4,6,7,6,7,6,,,,,2,1,Completed,1.615,2.2,1.65,2.15,1.73,2.19,1.6,1.9,1.7,2.05
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Moya C.,Schalken S.,17,20,6,2,6,4,,,,,,,2,0,Completed,1.727,2,1.72,2.05,1.6,2.28,1.6,1.9,1.615,2.2
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Nieminen J.,Lee H.T.,35,85,6,2,3,6,7,5,,,,,2,1,Completed,1.8,1.909,1.8,1.95,1.72,2.1,1.75,1.75,1.727,2
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Robredo T.,Rusedski G.,33,38,6,2,3,6,6,3,,,,,2,1,Completed,2.375,1.533,2.4,1.53,2.44,1.54,2.3,1.4,2.375,1.533
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Roddick A.,Kiefer N.,9,60,6,4,6,3,,,,,,,2,0,Completed,1.286,3.5,1.36,3,1.3,3.49,1.3,2.7,1.25,3.5
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,2nd Round,3,Schuettler R.,Gambill J.M.,26,48,6,7,7,5,6,3,,,,,2,1,Completed,2.375,1.533,2.2,1.62,2.37,1.52,2.2,1.45,2.25,1.571
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,3rd Round,3,Agassi A.,Enqvist T.,6,31,6,4,7,5,,,,,,,2,0,Completed,1.286,3.5,1.36,3,1.35,3.31,1.3,2.7,1.25,3.5
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,3rd Round,3,Arthurs W.,Robredo T.,70,33,7,6,4,6,6,4,,,,,2,1,Completed,2,1.727,2.05,1.72,1.95,1.81,1.8,1.7,1.833,1.833
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,3rd Round,3,Ferrero J.C.,Dent T.,8,67,6,7,6,1,7,6,,,,,2,1,Completed,1.8,1.909,1.75,2,1.9,1.97,1.75,1.75,1.727,2
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,3rd Round,3,Gonzalez F.,Krajicek R.,39,152,6,2,3,6,6,3,,,,,2,1,Completed,,,,,,,,,,
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,3rd Round,3,Hewitt L.,Nieminen J.,1,35,2,6,6,2,6,3,,,,,2,1,Completed,1.083,7,1.12,5.65,1.16,6,1.1,4.5,1.1,6
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,3rd Round,3,Moya C.,Chang M.,17,111,6,4,6,3,,,,,,,2,0,Completed,1.25,3.75,1.22,4,1.31,3.71,1.25,3,1.3,3.2
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,3rd Round,3,Roddick A.,Ferreira W.,9,44,6,3,6,2,,,,,,,2,0,Completed,1.364,3,1.38,2.9,1.43,2.9,1.35,2.5,1.333,3
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,3rd Round,3,Schuettler R.,Malisse X.,26,23,6,4,6,3,,,,,,,2,0,Completed,2.25,1.571,2.25,1.6,2.2,1.7,1.85,1.65,2.2,1.615
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,Quarterfinals,3,Ferrero J.C.,Arthurs W.,8,70,6,4,7,6,,,,,,,2,0,Completed,1.615,2.2,1.55,2.4,1.65,2.4,1.55,2,1.571,2.25
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,Quarterfinals,3,Gonzalez F.,Roddick A.,39,9,7,6,7,6,,,,,,,2,0,Completed,,,,,,,,,,
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Agassi A.,1,6,7,5,6,3,,,,,,,2,0,Completed,1.667,2.1,1.8,2,1.8,2.05,1.65,1.85,1.727,2
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,Quarterfinals,3,Moya C.,Schuettler R.,17,26,7,6,6,1,,,,,,,2,0,Completed,1.615,2.2,1.68,2.15,1.71,2.15,1.6,1.9,1.667,2.1
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,Semifinals,3,Hewitt L.,Gonzalez F.,1,39,6,7,7,5,6,2,,,,,2,1,Completed,1.167,4.5,1.2,4.5,1.23,4.4,1.2,3.3,1.143,4.75
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,Semifinals,3,Moya C.,Ferrero J.C.,17,8,6,3,6,4,,,,,,,2,0,Completed,1.833,1.833,1.9,1.9,1.95,1.9,1.75,1.75,1.8,1.909
47,Cincinnati,Cincinnati TMS,8/5/02,Masters,Outdoor,Hard,The Final,3,Moya C.,Hewitt L.,17,1,7,5,7,6,,,,,,,2,0,Completed,3.25,1.333,3.05,1.36,3.03,1.38,2.7,1.3,,
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Ancic M.,Fukarek O.,129,117,4,6,6,2,6,2,,,,,2,1,Completed,1.615,2.2,1.58,2.3,1.67,2.09,1.6,1.9,1.571,2.25
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Arthurs W.,Lee H.T.,53,80,6,4,6,3,,,,,,,2,0,Completed,1.615,2.2,1.65,2.15,1.65,2.06,1.65,1.85,1.615,2.2
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Clavet F.,Phau B.,87,134,6,7,7,5,6,1,,,,,2,1,Completed,1.571,2.25,1.5,2.5,1.55,2.35,1.5,2.1,1.571,2.25
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Clement A.,Bjorkman J.,42,46,6,4,7,5,,,,,,,2,0,Completed,1.727,2,1.7,2.1,1.65,2,1.5,2.1,1.727,2
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Dent T.,Weiner G.,56,496,6,4,7,6,,,,,,,2,0,Completed,1.2,4,1.2,4.2,1.25,3.64,1.2,3.3,1.182,4.2
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Erlich J.,Voinea A.,456,62,6,2,6,3,,,,,,,2,0,Completed,,,3,1.36,3,1.3,2.7,1.3,,
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Ferreira W.,Baker B.,38,816,6,4,6,2,,,,,,,2,0,Completed,1.111,6,,,1.1,4.95,1.1,4.5,,
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Kiefer N.,Pless K.,65,81,7,6,6,2,,,,,,,2,0,Completed,1.444,2.625,1.37,2.95,1.41,2.95,1.4,2.3,1.4,2.75
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Koubek S.,Delgado R.,39,132,7,6,7,6,,,,,,,2,0,Completed,,,1.55,2.35,1.6,2.11,1.6,1.9,,
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Kratochvil M.,Agaev E.,35,368,6,0,6,2,,,,,,,2,0,Completed,,,1.33,3.15,1.25,3.3,1.25,3,,
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Mantilla F.,Heuberger I.,51,128,7,5,6,1,,,,,,,2,0,Completed,1.364,2.875,1.4,2.8,1.35,2.94,1.35,2.5,1.4,2.75
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Martin A.,Larsson M.,68,160,6,7,7,5,6,3,,,,,2,1,Completed,1.727,2,1.75,2,1.7,2.06,1.6,1.9,1.727,2
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Massu N.,Ram R.,66,1109,6,3,6,3,,,,,,,2,0,Completed,1.111,6,,,,,1.1,4.5,,
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Mirnyi M.,Mathieu P.H.,31,86,6,2,7,5,,,,,,,2,0,Completed,1.4,2.75,1.45,2.6,1.5,2.55,1.45,2.2,1.4,2.75
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Norman M.,Ginepri R.,232,103,7,6,6,4,,,,,,,2,0,Completed,1.833,1.833,1.9,1.85,2,1.71,1.8,1.7,1.909,1.8
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Pavel A.,Morrison J.,29,109,4,6,6,3,6,2,,,,,2,1,Completed,1.364,2.875,1.3,3.35,1.25,3.25,1.25,3,1.364,2.875
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Popp A.,Saulnier C.,93,158,4,6,6,2,6,4,,,,,2,1,Completed,2,1.727,2,1.75,1.9,1.79,1.75,1.75,2.2,1.615
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Prinosil D.,Ulihrach B.,259,79,6,3,6,7,6,2,,,,,2,1,Completed,,,3,1.36,2.6,1.45,2.3,1.4,,
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Roux L.,Lopez F.,331,77,7,5,5,7,6,3,,,,,2,1,Completed,2.25,1.571,2.2,1.62,2.38,1.47,2.2,1.45,2.2,1.615
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Rusedski G.,Montanes A.,41,58,7,6,6,4,,,,,,,2,0,Completed,1.167,4.5,1.2,4.25,1.16,5,1.15,3.8,1.222,3.75
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Santoro F.,Levy H.,43,319,6,2,6,2,,,,,,,2,0,Completed,1.333,3,1.25,3.7,1.33,3.41,1.3,2.7,1.286,3.25
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Sargsian S.,Llodra M.,98,95,6,2,6,4,,,,,,,2,0,Completed,2.375,1.533,2.5,1.5,2.27,1.6,2,1.55,2.375,1.533
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Schuettler R.,Philippoussis M.,24,71,7,6,7,6,,,,,,,2,0,Completed,1.909,1.8,1.95,1.8,1.96,1.8,1.75,1.75,1.909,1.8
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Verkerk M.,Ljubicic I.,107,37,6,4,6,2,,,,,,,2,0,Completed,3.25,1.286,3.45,1.28,2.81,1.33,2.5,1.35,3.25,1.286
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Ancic M.,Kafelnikov Y.,129,4,4,6,6,2,6,4,,,,,2,1,Completed,3.25,1.333,3.25,1.3,3,1.32,3,1.25,3.3,1.3
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Clement A.,Ferreira W.,42,38,6,4,4,6,7,6,,,,,2,1,Completed,1.909,1.8,2.08,1.7,1.97,1.77,1.85,1.65,2.1,1.667
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,di Pasquale A.,Koubek S.,141,39,6,2,7,6,,,,,,,2,0,Completed,,,,,,,,,,
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Grosjean S.,Sargsian S.,11,98,3,6,6,3,6,3,,,,,2,1,Completed,1.3,3.4,1.28,3.45,1.28,3.25,1.25,3,1.222,3.75
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Haas T.,Norman M.,3,232,7,6,6,3,,,,,,,2,0,Completed,,,,,,,,,1.25,3.5
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Henman T.,Massu N.,5,66,6,3,1,6,7,5,,,,,2,1,Completed,1.25,3.75,1.25,3.7,1.28,3.25,1.25,3,1.222,3.75
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Hewitt L.,Martin A.,1,68,6,3,7,5,,,,,,,2,0,Completed,1.111,6,1.14,5.25,1.14,5.5,1.1,4.5,1.125,5.25
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Kiefer N.,Mirnyi M.,65,31,6,4,7,5,,,,,,,2,0,Completed,1.833,1.833,1.9,1.85,1.85,1.85,1.7,1.8,1.909,1.8
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Kratochvil M.,Prinosil D.,35,259,6,1,6,4,,,,,,,2,0,Completed,1.364,3,1.38,2.85,1.39,2.96,1.3,2.7,1.4,2.75
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Malisse X.,Dent T.,19,56,6,4,6,4,,,,,,,2,0,Completed,1.571,2.25,1.58,2.3,1.6,2.1,1.55,2,1.571,2.25
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Mantilla F.,El Aynaoui Y.,51,20,7,6,7,5,,,,,,,2,0,Completed,2.75,1.4,2.65,1.45,2.73,1.53,2.3,1.4,2.625,1.444
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Pavel A.,Clavet F.,29,87,6,4,2,6,6,3,,,,,2,1,Completed,1.364,3,1.36,3,1.45,2.55,1.35,2.5,1.333,3
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Rusedski G.,Roux L.,41,331,6,3,6,1,,,,,,,2,0,Completed,1.143,5,1.15,5,1.15,4.25,1.15,3.8,1.167,4.6
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Santoro F.,Arthurs W.,43,53,6,4,6,2,,,,,,,2,0,Completed,1.833,1.833,1.85,1.9,1.84,1.91,1.75,1.75,1.8,1.909
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Schuettler R.,Erlich J.,24,456,6,1,5,7,6,2,,,,,2,1,Completed,1.167,4.5,1.18,4.5,1.22,3.55,1.2,3.3,1.167,4.333
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Verkerk M.,Popp A.,107,93,6,4,7,5,,,,,,,2,0,Completed,1.833,1.833,1.9,1.85,1.95,1.83,1.75,1.75,1.909,1.8
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,3rd Round,3,Clement A.,Ancic M.,42,129,6,3,6,4,,,,,,,2,0,Completed,1.444,2.625,1.45,2.65,1.4,2.75,1.4,2.3,1.444,2.625
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,3rd Round,3,di Pasquale A.,Santoro F.,141,43,7,6,6,2,,,,,,,2,0,Completed,3,1.364,2.8,1.4,3,1.35,2.5,1.35,2.875,1.364
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,3rd Round,3,Grosjean S.,Kiefer N.,11,65,7,6,6,3,,,,,,,2,0,Completed,1.571,2.25,1.58,2.3,1.62,2.1,1.55,2,1.615,2.2
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,3rd Round,3,Haas T.,Kratochvil M.,3,35,4,6,7,5,6,1,,,,,2,1,Completed,1.4,2.75,1.45,2.65,1.39,2.95,1.35,2.5,1.4,2.75
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,3rd Round,3,Mantilla F.,Pavel A.,51,29,2,6,6,4,6,1,,,,,2,1,Completed,2.375,1.533,2.4,1.53,2.25,1.56,2,1.55,2.375,1.533
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,3rd Round,3,Rusedski G.,Hewitt L.,41,1,7,6,6,4,,,,,,,2,0,Completed,4,1.222,3.5,1.28,3,1.31,3.3,1.2,3.3,1.286
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,3rd Round,3,Schuettler R.,Malisse X.,24,19,6,3,6,2,,,,,,,2,0,Completed,1.833,1.833,2,1.75,1.9,1.78,1.75,1.75,1.833,1.833
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,3rd Round,3,Verkerk M.,Henman T.,107,5,,,,,,,,,,,0,0,Walkover,4.333,1.2,3.7,1.25,4,1.22,3,1.25,4.5,1.167
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,Quarterfinals,3,Haas T.,Grosjean S.,3,11,6,3,3,6,6,3,,,,,2,1,Completed,1.727,2,1.85,1.9,1.79,1.95,1.7,1.8,1.8,1.9
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,Quarterfinals,3,Mantilla F.,Clement A.,51,42,1,6,6,4,6,4,,,,,2,1,Completed,2,1.727,2.05,1.72,2.1,1.75,2.1,1.5,2,1.727
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,Quarterfinals,3,Rusedski G.,Verkerk M.,41,107,6,4,7,6,,,,,,,2,0,Completed,1.25,3.75,1.25,3.7,1.25,3.7,1.15,3.8,1.2,4
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,Quarterfinals,3,Schuettler R.,di Pasquale A.,24,141,2,6,6,4,6,1,,,,,2,1,Completed,1.3,3.4,1.36,3,1.35,2.95,1.35,2.5,1.286,3.25
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,Semifinals,3,Mantilla F.,Schuettler R.,51,24,6,4,1,6,6,4,,,,,2,1,Completed,2.375,1.533,2.4,1.53,2.35,1.53,2.1,1.5,2.5,1.5
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,Semifinals,3,Rusedski G.,Haas T.,41,3,3,6,6,3,6,3,,,,,2,1,Completed,2.1,1.667,1.95,1.8,2.05,1.77,1.8,1.7,1.909,1.8
48,Indianapolis,RCA Championships,8/12/02,International Gold,Outdoor,Hard,The Final,3,Rusedski G.,Mantilla F.,41,51,6,7,6,4,6,4,,,,,2,1,Completed,1.444,2.625,1.42,2.75,1.48,2.55,1.45,2.2,,
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Bryan B.,Udomchoke D.,249,221,6,3,6,7,6,1,,,,,2,1,Completed,1.667,2.1,1.7,2.1,1.8,1.94,1.75,1.75,1.615,2.2
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Burgsmuller L.,Godwin N.,85,209,6,3,6,3,,,,,,,2,0,Completed,1.533,2.375,1.42,2.75,1.48,2.4,1.45,2.2,1.533,2.375
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Chang M.,Lee M.,96,167,6,4,4,6,6,3,,,,,2,1,Completed,1.4,2.75,1.4,2.8,1.37,2.75,1.35,2.5,1.4,2.75
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Coria G.,Black W.,84,358,7,5,7,6,,,,,,,2,0,Completed,1.444,2.625,1.5,2.5,1.45,2.59,1.4,2.3,1.533,2.375
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Dancevic F.,Davydenko N.,587,90,6,4,6,7,6,3,,,,,2,1,Completed,3,1.333,2.55,1.48,2.95,1.42,2.7,1.3,2.625,1.444
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Gimelstob J.,Carlsen K.,136,106,6,3,6,3,,,,,,,2,0,Completed,2.1,1.667,2.2,1.62,2,1.7,1.8,1.7,2.1,1.667
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Golmard J.,Gambill J.M.,91,57,7,6,1,6,6,4,,,,,2,1,Completed,,,3.3,1.3,3.22,1.27,3,1.25,3.25,1.286
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Gonzalez F.,Labadze I.,27,97,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,,,
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Kim A.,Saretta F.,112,72,6,4,7,6,,,,,,,2,0,Completed,2.2,1.615,2.1,1.7,2.3,1.56,2.1,1.5,2.1,1.667
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Kim K.,Spracklin T.,201,882,6,1,5,1,,,,,,,1,0,Retired,1.286,3.25,,,1.25,3.22,1.25,3,,
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Kucera K.,Mamiit C.,73,118,7,6,6,3,,,,,,,2,0,Completed,1.667,2.1,1.85,1.9,1.65,2.15,1.6,1.9,1.615,2.2
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Martin T.,Galvani S.,47,108,6,3,3,6,6,3,,,,,2,1,Completed,1.167,4.5,1.18,4.5,1.15,4.5,1.2,3.3,1.167,4.333
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Meligeni F.,Suzuki T.,61,119,6,4,7,6,,,,,,,2,0,Completed,1.667,2.1,1.68,2.1,1.68,2.12,1.6,1.9,1.667,2.1
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Ogorodov O.,Varlet J.,139,185,7,6,6,4,,,,,,,2,0,Completed,1.667,2.1,1.85,1.9,1.62,2.05,1.65,1.85,1.667,2.1
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Okun N.,Goldstein P.,113,188,7,6,7,6,,,,,,,2,0,Completed,1.667,2.1,1.6,2.25,1.65,2.1,1.65,1.85,1.727,2
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Pioline C.,Vinciguerra A.,125,100,6,4,6,3,,,,,,,2,0,Completed,1.571,2.25,1.53,2.4,1.53,2.41,1.5,2.1,,
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Russell M.,Rochus C.,182,102,6,2,6,2,,,,,,,2,0,Completed,1.833,1.833,1.75,2,1.76,1.9,1.75,1.75,1.833,1.833
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Savolt A.,Stoliarov A.,70,130,3,6,7,6,6,3,,,,,2,1,Completed,1.909,1.8,2.15,1.65,2.05,1.75,1.8,1.7,1.909,1.8
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Simoni A.,Dupuis A.,126,99,6,3,6,2,,,,,,,2,0,Completed,2.1,1.667,2,1.75,2.2,1.6,1.85,1.65,2.25,1.571
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Sluiter R.,Hrbaty D.,83,50,6,4,6,2,,,,,,,2,0,Completed,2.625,1.444,2.45,1.52,2.35,1.53,2.1,1.5,2.5,1.5
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Srichaphan P.,Gaudenzi A.,54,110,7,6,6,2,,,,,,,2,0,Completed,1.5,2.5,1.38,2.9,1.48,2.56,1.45,2.2,1.5,2.5
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Vacek J.,Spadea V.,67,69,5,7,6,4,6,2,,,,,2,1,Completed,,,2.3,1.58,2.1,1.63,1.9,1.6,2.375,1.533
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Vahaly B.,Krajan Z.,116,89,6,7,6,4,6,3,,,,,2,1,Completed,,,1.53,2.4,1.55,2.27,1.55,2,,
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,1st Round,3,Vicente F.,Rochus O.,48,63,6,2,6,7,6,2,,,,,2,1,Completed,1.833,1.833,1.6,2.25,1.68,2.1,1.55,2,,
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Agassi A.,Okun N.,6,113,6,2,6,2,,,,,,,2,0,Completed,1.1,6.5,1.1,6.25,1.1,5.3,1.1,4.5,1.083,7
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Blake J.,Ogorodov O.,32,139,6,4,6,1,,,,,,,2,0,Completed,1.2,4.333,1.16,4.75,1.22,4.25,1.15,3.8,1.2,4
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Burgsmuller L.,Vicente F.,85,48,6,2,6,1,,,,,,,2,0,Completed,1.8,1.909,1.8,1.95,1.7,2,1.7,1.8,1.833,1.833
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Coria G.,Gonzalez F.,84,27,6,4,7,6,,,,,,,2,0,Completed,2.375,1.533,2.4,1.53,2.65,1.4,2.2,1.45,2.375,1.533
49,Washington,Legg Mason Classic,8/12/02,International Gold,Outdoor,Hard,2nd Round,3,Corretja A.,Simoni A.,22,126,4,6,6,3,7,6,,,,,2,1,Completed,1.286,3.5,1.33,3.15,1.3,3.1,1.3,2.7,1.25,3.5
